기간	자치구	동	가구수	계	남자	여자	가구수	계	남자	여자	가구수	계	남자	여자	가구수	계	남자	여자	가구수	계	남자	여자
2020	강남구	일원1동	6,898	15,052	7,318	7,734	6,789	14,704	7,096	7,608	X	26	X	22	X	X	X	X	107	147	66	81
2020	강남구	일원2동	6,927	16,809	8,125	8,684	6,874	16,566	7,947	8,619	X	X	X	X	X	X	X	X	53	66	23	43
2020	강남구	수서동	7,420	14,617	6,643	7,974	7,377	14,403	6,480	7,923	X	X	X	X	X	10	10	X	42	71	38	33
2020	강남구	세곡동	16,826	43,088	20,386	22,702	16,739	41,974	19,819	22,155	X	X	X	X	5	634	197	437	82	128	69	59
2020	강남구	압구정동	9,343	24,976	11,570	13,406	9,202	24,234	11,160	13,074	6	44	22	22	X	163	34	129	133	208	107	101
2020	강남구	청담동	10,434	25,054	11,789	13,265	10,254	24,409	11,346	13,063	X	13	X	13	X	X	X	X	178	264	140	124
2020	강남구	대치2동	12,092	35,404	18,052	17,352	11,972	34,758	17,530	17,228	X	25	8	17	X	X	X	X	118	169	95	74
2020	강남구	개포2동	7,463	21,067	10,204	10,863	7,427	20,647	9,870	10,777	X	X	X	X	X	123	94	29	35	59	31	28
2020	송파구	소계	259,785	643,288	309,802	333,486	255,766	626,201	299,135	327,066	43	377	246	131	24	3,338	1,293	2,045	3,952	6,698	3,357	3,341
2020	송파구	풍납1동	6,357	14,533	7,176	7,357	5,776	13,307	6,505	6,802	X	X	X	X	X	X	X	X	581	1,041	517	524
2020	송파구	풍납2동	9,929	24,780	11,693	13,087	9,807	23,799	11,272	12,527	X	12	X	11	X	547	123	424	118	185	86	99
2020	송파구	거여1동	5,075	12,520	6,305	6,215	5,022	12,196	6,103	6,093	X	8	8	X	X	97	32	65	51	74	33	41
2020	송파구	거여2동	6,846	16,707	8,165	8,542	6,811	16,299	7,872	8,427	X	X	X	X	X	168	108	60	33	54	26	28
2020	송파구	마천1동	7,996	19,141	9,676	9,465	7,899	18,734	9,417	9,317	X	11	11	X	X	41	X	37	95	157	83	74
2020	송파구	마천2동	7,877	19,006	9,569	9,437	7,786	18,279	9,194	9,085	X	6	X	X	X	354	112	242	87	149	78	71
2020	송파구	방이1동	5,816	15,513	7,527	7,986	5,752	15,135	7,245	7,890	X	26	13	13	X	71	53	18	59	86	42	44
2020	송파구	방이2동	13,425	25,724	12,084	13,640	13,074	24,637	11,469	13,168	8	64	41	23	X	161	67	94	341	550	262	288
2020	송파구	오륜동	5,509	18,040	8,976	9,064	5,498	17,114	8,353	8,761	X	X	X	X	X	720	452	268	9	22	9	13
2020	송파구	오금동	14,452	38,255	18,456	19,799	14,344	37,278	17,884	19,394	X	36	23	13	X	359	86	273	103	152	73	79
2020	송파구	송파1동	11,525	24,181	11,367	12,814	11,283	23,496	10,908	12,588	X	25	18	7	X	X	X	X	239	413	229	184
2020	송파구	송파2동	7,071	19,634	9,423	10,211	6,985	19,253	9,152	10,101	X	10	5	5	X	X	X	X	85	180	92	88
2020	송파구	석촌동	15,768	32,265	15,316	16,949	15,316	31,074	14,576	16,498	X	48	44	X	X	X	X	X	448	768	384	384
2020	송파구	삼전동	14,804	30,630	14,381	16,249	14,526	29,758	13,911	15,847	X	X	X	X	X	115	12	103	276	436	193	243
2020	송파구	가락본동	10,824	26,409	12,963	13,446	10,576	25,245	12,295	12,950	5	58	47	11	X	391	149	242	240	410	198	212
2020	송파구	가락1동	9,568	26,796	13,037	13,759	9,534	26,503	12,792	13,711	X	X	X	X	X	X	X	X	34	67	34	33
2020	송파구	가락2동	11,624	31,680	15,562	16,118	11,482	31,140	15,155	15,985	X	X	X	X	X	X	X	X	142	233	128	105
2020	송파구	문정1동	7,952	19,910	9,807	10,103	7,854	19,520	9,528	9,992	X	X	X	X	X	X	X	X	98	180	89	91
2020	송파구	문정2동	14,735	28,006	12,899	15,107	14,590	27,595	12,621	14,974	X	X	X	X	X	X	X	X	145	188	93	95
2020	송파구	잠실본동	14,249	28,310	13,310	15,000	13,850	27,219	12,640	14,579	X	36	17	19	X	X	X	X	395	676	337	339
2020	송파구	잠실4동	6,798	20,509	9,902	10,607	6,766	20,280	9,741	10,539	X	12	6	6	X	X	X	X	30	63	31	32
2020	송파구	잠실6동	5,523	16,231	7,702	8,529	5,446	15,865	7,461	8,404	X	6	6	X	X	X	X	X	76	154	85	69
2020	송파구	잠실7동	3,165	9,120	4,258	4,862	3,156	9,006	4,166	4,840	X	X	X	X	X	X	X	X	9	23	10	13
2020	송파구	잠실2동	11,048	34,351	16,412	17,939	10,998	33,992	16,125	17,867	X	X	X	X	X	X	X	X	50	89	45	44
2020	송파구	잠실3동	11,282	33,424	15,963	17,461	11,186	32,894	15,559	17,335	X	6	X	X	X	X	X	X	95	173	93	80
2020	송파구	장지동	11,500	29,489	14,228	15,261	11,408	28,894	13,824	15,070	X	13	X	12	X	108	17	91	89	140	91	49
2020	송파구	위례동	9,067	28,124	13,645	14,479	9,041	27,689	13,367	14,322	X	X	X	X	X	206	78	128	24	35	16	19
2020	강동구	소계	179,794	444,434	218,299	226,135	177,148	432,784	210,608	222,176	18	152	122	30	25	2,386	1,294	1,092	2,603	4,480	2,277	2,203
2020	강동구	강일동	11,319	32,044	15,407	16,637	11,277	31,470	15,057	16,413	X	X	X	X	X	202	32	170	40	90	59	31
2020	강동구	상일동	11,053	31,951	15,812	16,139	10,984	31,555	15,499	16,056	X	X	X	X	X	65	37	28	67	100	58	42
2020	강동구	명일1동	9,358	25,205	12,290	12,915	9,315	24,888	12,022	12,866	X	17	17	X	X	X	X	X	41	57	28	29
2020	강동구	명일2동	5,563	16,574	8,188	8,386	5,536	16,344	8,010	8,334	X	X	X	X	X	21	X	18	26	39	12	27
2020	강동구	고덕1동	8,408	25,452	13,056	12,396	8,352	24,825	12,532	12,293	X	X	X	X	X	298	238	60	54	120	91	29
2020	강동구	고덕2동	8,191	21,626	10,893	10,733	8,108	21,193	10,555	10,638	X	X	X	X	X	107	83	24	81	123	69	54
2020	강동구	암사2동	5,942	14,902	7,215	7,687	5,903	14,688	7,049	7,639	X	X	X	X	X	8	X	7	38	55	25	30
2020	강동구	암사3동	5,898	17,455	8,561	8,894	5,881	17,232	8,384	8,848	X	X	X	X	X	43	23	20	16	33	19	14
2020	강동구	천호1동	11,538	26,550	12,957	13,593	11,401	25,868	12,558	13,310	X	7	X	X	X	150	46	104	135	232	110	122
2020	강동구	천호3동	12,685	26,140	12,740	13,400	12,312	25,161	12,118	13,043	X	18	16	X	X	111	80	31	369	619	332	287
2020	강동구	성내1동	7,580	19,405	9,388	10,017	7,513	19,081	9,157	9,924	X	20	15	5	X	X	X	X	65	111	51	60
2020	강동구	성내2동	11,954	24,026	11,707	12,319	11,418	22,751	10,994	11,757	X	14	8	6	X	11	X	11	533	965	477	488
2020	강동구	성내3동	9,716	22,682	11,142	11,540	9,554	22,093	10,744	11,349	5	36	28	8	X	X	X	X	157	252	119	133
2020	강동구	둔촌1동	14	36	21	15	13	28	17	11	X	X	X	X	X	X	X	X	X	X	X	X
2020	강동구	둔촌2동	10,041	26,071	12,934	13,137	9,940	25,210	12,304	12,906	X	8	8	X	X	376	270	106	97	175	80	95
2020	강동구	암사1동	14,605	34,597	17,018	17,579	14,431	33,720	16,448	17,272	X	X	X	X	X	130	62	68	173	293	142	151
2020	강동구	천호2동	16,215	34,927	17,154	17,773	15,701	32,754	15,932	16,822	X	X	X	X	5	818	412	406	509	928	468	460
2020	강동구	길동	19,714	44,791	21,816	22,975	19,509	43,923	21,228	22,695	X	32	26	6	X	46	7	39	201	287	136	151
